iteration,coverage,redundancy,affinity,time
0,0.943189,0.407008,1.477248,0.174077
1,0.954178,0.435828,1.506302,0.694327
2,0.960605,0.463612,1.532700,1.132443
3,0.959983,0.482480,1.556371,1.580159
4,0.963301,0.500726,1.573181,2.023013
5,0.958117,0.510471,1.590781,2.465466
6,0.956666,0.521874,1.605548,2.917455
7,0.956873,0.520838,1.605200,3.363908
8,0.966204,0.639851,1.919957,3.828787
9,0.967033,0.646693,1.932033,4.307825
10,0.966204,0.651047,1.935408,4.786587
11,0.968899,0.669086,1.947999,5.264003
12,0.966826,0.685465,1.960969,5.745983
13,0.965582,0.695003,1.966502,6.226819
14,0.966618,0.695625,1.966752,6.709155
15,0.965996,0.695210,1.963941,7.192907
16,0.967862,0.691686,1.960154,7.679962
17,0.968070,0.691271,1.962733,8.166437
18,0.968484,0.692930,1.968101,8.658276
19,0.967240,0.685258,1.962058,9.145352
20,0.965996,0.691271,1.971024,9.637646
21,0.970765,0.701016,1.974156,10.130630
22,0.969106,0.706821,1.984596,10.630008
23,0.969314,0.690649,1.970267,11.127775
24,0.966826,0.691478,1.971692,11.626966
25,0.968070,0.690234,1.970658,12.125144
26,0.968484,0.690234,1.968743,12.625129
27,0.969521,0.692722,1.969632,13.127145
28,0.968692,0.688990,1.963613,13.630854
29,0.968899,0.687332,1.962123,14.136605
30,0.968899,0.692100,1.961909,14.642919
31,0.968692,0.691686,1.960616,15.150666
32,0.969936,0.696454,1.967935,15.659324
33,0.967448,0.689820,1.955422,16.169225
34,0.967240,0.691893,1.957985,16.680892
35,0.968692,0.696869,1.959118,17.192196
36,0.975949,0.787477,2.338432,17.727642
37,0.978229,0.792245,2.335524,18.383593
38,0.979473,0.798880,2.327477,19.056018
39,0.979473,0.797014,2.313929,19.715469
40,0.981961,0.803235,2.312711,20.378288
41,0.981961,0.805101,2.308910,21.042086
42,0.981961,0.802198,2.297931,21.704540
43,0.981339,0.804271,2.290302,22.365808
44,0.981339,0.801783,2.285231,23.036977
45,0.980925,0.804686,2.283027,23.706485
46,0.982583,0.800124,2.267145,24.372933
47,0.982169,0.805515,2.271691,25.038654
48,0.979888,0.807381,2.275074,25.720814
49,0.980510,0.807174,2.271516,26.390094
50,0.981339,0.804064,2.257131,27.067502
51,0.981339,0.808211,2.254173,27.738950
52,0.982376,0.811735,2.251794,28.421685
53,0.982583,0.810491,2.247521,29.106297
54,0.981547,0.808625,2.248838,29.796480
55,0.982998,0.813601,2.243409,30.484137
56,0.982998,0.814638,2.238768,31.172363
57,0.984242,0.815260,2.233621,31.860806
58,0.982169,0.810491,2.227992,32.552827
59,0.983620,0.813187,2.217960,33.242691
60,0.984657,0.808211,2.209307,33.937009
61,0.984657,0.815260,2.220889,34.624952
62,0.983413,0.812772,2.217162,35.322708
63,0.984242,0.812772,2.227091,36.018384
64,0.986108,0.890110,2.695753,36.759039
65,0.986108,0.891354,2.689235,37.535193
66,0.986108,0.895293,2.702271,38.318794
67,0.985486,0.895915,2.712603,39.111388
68,0.985901,0.895708,2.709779,39.901275
69,0.985901,0.894879,2.724290,40.691731
70,0.985279,0.893842,2.722433,41.480908
71,0.985486,0.896330,2.721860,42.276273
72,0.985486,0.896330,2.726489,43.074171
73,0.985279,0.899233,2.730850,43.877352
74,0.985279,0.900684,2.741582,44.686335
75,0.985694,0.901514,2.749474,45.497001
76,0.985901,0.901928,2.749317,46.305829
77,0.986108,0.903380,2.752523,47.117178
78,0.985694,0.903172,2.754312,47.929034
79,0.984657,0.903172,2.763950,48.744933
80,0.985279,0.902136,2.763468,49.566595
81,0.986108,0.903794,2.761775,50.382623
82,0.986523,0.904416,2.765448,51.201789
83,0.986523,0.903587,2.771753,52.025436
84,0.985901,0.899855,2.774132,52.850797
85,0.986730,0.901514,2.776003,53.686766
86,0.984864,0.901514,2.779579,58.230580
87,0.985279,0.899026,2.775253,59.269346
88,0.985486,0.898403,2.775089,60.268316
89,0.986108,0.897781,2.772288,61.268153
90,0.986316,0.899233,2.776750,62.267649
91,0.986108,0.899233,2.780278,63.268394
92,0.986316,0.897781,2.785369,64.270274
93,0.986523,0.898611,2.790879,65.268458
94,0.985486,0.899855,2.796339,66.268189
95,0.984864,0.899233,2.798947,67.267988
96,0.990670,0.925772,3.170364,68.298302
