x,y,z
-93.7469,-361.094,-144.301
-116.534,339.03,-177.422
119.147,333.681,185.637
133.72,-230.068,-298.643
-339.154,-105.206,184.137
233.555,-239.713,219.065
129.777,285.824,-247.916
-200.907,-193.182,286.91
